watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,is_netflix_original
7/2/24,Mobile,41.2,61.8,started,39,Female,Canada,Premium,TRUE,11.62,4,Stand-up Comedy,War,2022,91,R,English,Germany,4.4,FALSE
12/7/25,Tablet,37.8,70.5,completed,20,Male,USA,Premium,TRUE,34.09,8,Movie,Biography,2007,106,PG-13,Hindi,USA,5,FALSE
3/16/24,Smart TV,21.5,0.9,completed,36,Male,Canada,Premium,TRUE,14.9,4,Stand-up Comedy,Adventure,2015,72,TV-Y7,English,USA,2.6,FALSE
10/25/25,Desktop,21.9,98.1,completed,53,Male,USA,Basic,TRUE,32.78,2,Limited Series,Comedy,1998,39,TV-14,Hindi,India,6.2,FALSE
8/10/25,Tablet,28,78.2,paused,19,Female,USA,Premium+,TRUE,5.61,3,TV Series,Sci-Fi,2023,38,R,English,USA,5.5,FALSE
11/21/24,Mobile,32.3,89.1,paused,40,Female,USA,Standard,TRUE,7.52,2,Movie,Family,2018,170,R,English,USA,4,FALSE
10/4/25,Laptop,25.5,65.2,started,38,Female,Canada,Premium,TRUE,45.27,2,TV Series,Family,2002,43,PG-13,English,USA,6.7,FALSE
6/1/24,Mobile,56,68.7,started,21,Female,USA,Premium+,TRUE,15.55,2,Movie,Biography,1995,166,TV-PG,English,India,6.9,FALSE
8/30/24,Desktop,50.1,47.6,completed,38,Male,USA,Basic,TRUE,17.02,2,Movie,Documentary,1991,101,R,English,USA,5.3,FALSE
2/14/24,Desktop,240.9,80.8,stopped,35,Female,USA,Premium,TRUE,12.5,2,Stand-up Comedy,History,2002,43,NC-17,Spanish,USA,6.6,FALSE
2/26/24,Tablet,51.9,0.5,stopped,45,Prefer not to say,Canada,Basic,TRUE,18.32,5,Movie,History,2020,107,TV-G,English,USA,6.5,FALSE
3/14/24,Mobile,60.2,26.1,completed,42,Male,USA,Premium+,TRUE,47.24,4,Movie,Mystery,1995,100,TV-14,Italian,USA,6.7,FALSE
1/12/24,Mobile,65.3,25,paused,39,Male,USA,Premium,TRUE,6.37,2,Movie,Sci-Fi,1995,143,TV-G,English,USA,6.7,FALSE
12/7/24,Desktop,90.1,75.1,stopped,27,Male,USA,Standard,TRUE,9.49,1,Movie,Animation,2014,82,TV-PG,English,USA,7.5,FALSE
10/18/24,Mobile,80.1,27.2,completed,24,Male,Canada,Standard,TRUE,11.38,2,Stand-up Comedy,War,2011,33,TV-Y,Hindi,UK,8,FALSE
11/21/25,Mobile,40.4,59.8,paused,26,Male,Canada,Premium+,TRUE,4.4,3,Movie,Documentary,2017,126,TV-Y7,English,USA,1.3,FALSE
8/19/24,Laptop,36.6,69.2,started,38,Male,Canada,Premium,TRUE,8.85,4,Stand-up Comedy,Crime,2002,71,TV-Y,Spanish,Japan,5.9,FALSE
7/16/24,Smart TV,38.4,30.6,paused,56,Female,USA,Basic,TRUE,6.87,3,Documentary,Drama,1999,108,TV-G,Spanish,South Korea,5,FALSE
7/11/24,Smart TV,20.6,33.4,paused,107,,USA,Standard,TRUE,16.08,2,Movie,Biography,2006,143,NC-17,German,Germany,5,TRUE
1/9/25,Laptop,84,64.9,started,25,Female,USA,Basic,TRUE,22.09,2,Movie,Action,1993,98,TV-MA,Korean,USA,5.6,TRUE
10/18/25,Mobile,41.7,84,started,38,Male,Canada,Standard,TRUE,5.05,5,TV Series,Action,2010,26,G,English,USA,6.5,FALSE
7/10/25,Smart TV,38.2,22.7,completed,27,Other,USA,Premium,TRUE,16,,Movie,Biography,2001,103,TV-Y7,English,USA,7.4,FALSE
8/20/24,Laptop,71.6,58.4,paused,24,Male,USA,Premium,TRUE,2.64,7,Stand-up Comedy,Sci-Fi,1999,57,TV-MA,English,South Korea,7.7,FALSE
5/15/25,Smart TV,77,74.4,paused,20,Other,USA,Basic,TRUE,9.98,2,Stand-up Comedy,Horror,1996,51,NC-17,Korean,USA,6.8,TRUE
1/9/24,Smart TV,14.1,65.8,completed,52,Male,USA,Basic,FALSE,22.35,,Movie,Thriller,2002,80,NC-17,Spanish,France,4.9,FALSE
12/16/24,Desktop,11.8,34.3,completed,36,Male,USA,Standard,TRUE,0.89,,Movie,Western,2018,81,TV-Y7,French,UK,8.6,FALSE
6/22/24,Mobile,97,87.8,started,38,Female,USA,Premium,TRUE,22.7,5,Documentary,Horror,2015,87,TV-G,English,South Korea,5.2,FALSE
10/29/25,Smart TV,61.9,51.6,stopped,46,Male,Canada,Standard,FALSE,17.85,4,Movie,Music,2009,161,TV-PG,English,USA,8.8,FALSE
9/20/24,Laptop,111.7,17.1,stopped,47,Male,USA,Premium,TRUE,7.51,2,Documentary,Sport,2023,19,TV-14,English,France,5.6,FALSE
10/24/25,Mobile,58.2,78.9,stopped,24,Female,USA,Premium+,TRUE,28.35,4,TV Series,Music,2016,70,TV-MA,English,Canada,6.7,TRUE
6/2/25,Mobile,88.5,60.2,paused,28,Female,USA,Premium,TRUE,22.83,2,Movie,Adventure,2009,85,NC-17,English,Canada,7,FALSE
12/31/25,Laptop,37,4.1,completed,48,Male,Canada,Standard,TRUE,12.18,5,Movie,Mystery,2022,152,TV-Y,English,USA,5.2,FALSE
9/30/25,Desktop,53.5,14.9,stopped,44,Male,USA,Premium,TRUE,0.53,4,Movie,Fantasy,2001,102,TV-Y,Hindi,Canada,3.1,FALSE
6/29/24,Tablet,59.3,30.9,stopped,28,Male,USA,Premium,TRUE,6.9,2,Movie,History,1993,128,R,English,Germany,5.6,TRUE
4/15/25,Laptop,86,1.2,paused,40,Female,USA,Premium,TRUE,9.02,3,Movie,Fantasy,2011,90,TV-Y,English,France,6.5,FALSE
3/11/24,Smart TV,18,44.8,completed,23,Female,Canada,Premium,TRUE,9.13,2,Stand-up Comedy,Romance,2002,58,TV-G,English,USA,7.6,FALSE
1/24/25,Tablet,23.1,10.7,paused,22,,USA,Standard,FALSE,0.67,,Movie,Crime,1997,95,G,English,South Korea,9.9,FALSE
4/5/25,Laptop,67.4,84.6,stopped,58,Male,USA,Basic,FALSE,12.09,4,Stand-up Comedy,Drama,2007,67,TV-MA,English,USA,6.6,FALSE
11/4/25,Tablet,81.3,100,paused,94,Male,Canada,Basic,TRUE,17.03,,Stand-up Comedy,Adventure,2003,54,TV-Y7,Italian,UK,6.1,FALSE
8/24/24,Mobile,34.9,53.4,stopped,37,Female,USA,Premium,FALSE,16.47,6,Movie,Adventure,2004,89,G,French,Germany,6.4,TRUE
8/23/25,Laptop,56.7,88,stopped,47,Female,USA,Basic,TRUE,5.3,1,Movie,Music,2003,139,TV-14,French,USA,7.3,TRUE
2/1/25,Smart TV,96.5,22.2,stopped,45,Male,USA,Premium,TRUE,28.27,4,TV Series,Family,2006,58,TV-MA,English,USA,5.5,TRUE
8/19/25,Tablet,47.8,15.8,started,55,Male,USA,Standard,FALSE,33.24,5,Movie,Comedy,1998,136,PG-13,English,Japan,6.3,FALSE
6/23/24,Smart TV,55.9,69.9,paused,38,Male,USA,Premium,TRUE,20.8,4,Limited Series,Animation,2012,74,NC-17,Hindi,Canada,4.9,FALSE
4/11/24,Laptop,3,83,started,39,Female,Canada,Basic,TRUE,19.81,2,Documentary,Mystery,2004,56,TV-Y7,English,USA,0.9,FALSE
2/25/24,Desktop,105.9,1.1,paused,46,Female,Canada,Premium,TRUE,16.25,2,Stand-up Comedy,Romance,1999,522,TV-G,Korean,USA,5.9,FALSE
10/9/25,Tablet,16.4,58.1,started,29,Male,USA,Standard,TRUE,2.12,1,Movie,Western,2015,109,PG,Spanish,USA,6.2,TRUE
6/3/25,Smart TV,98.4,1.3,completed,49,Female,USA,Premium+,TRUE,13.9,2,Movie,Western,2000,130,NC-17,English,USA,5.5,TRUE
3/1/25,Desktop,110.3,57.8,started,52,Female,USA,Standard,TRUE,9.29,,TV Series,Action,2007,57,NC-17,English,Canada,8.2,FALSE
8/29/25,Mobile,38.7,85.8,paused,38,Female,Canada,Premium,TRUE,7.18,1,Movie,Adventure,2016,107,TV-14,English,USA,5.1,FALSE
12/20/24,Desktop,172.6,72,started,40,Male,USA,Premium,TRUE,20.98,,Stand-up Comedy,Fantasy,2003,58,TV-MA,English,UK,6.8,FALSE
1/4/25,Mobile,113.2,13.9,completed,39,Female,USA,Basic,TRUE,14.82,4,Documentary,Biography,1994,112,TV-Y,Italian,USA,5.7,FALSE
7/19/24,Smart TV,58.1,92.8,completed,24,Female,USA,Standard,TRUE,10.61,5,TV Series,History,2005,48,G,English,USA,7.4,FALSE
4/14/24,Tablet,157,56.5,stopped,47,Other,USA,Premium+,TRUE,25,2,Movie,Horror,2014,136,TV-PG,Hindi,USA,7.5,FALSE
11/12/25,Smart TV,48.7,82.8,completed,51,Male,USA,Standard,TRUE,25.71,5,Documentary,Mystery,2004,56,TV-Y7,English,USA,0.9,FALSE
4/13/24,Desktop,91.7,98.4,paused,29,Male,USA,Standard,TRUE,25.66,3,Stand-up Comedy,Thriller,2015,27,PG,Spanish,Canada,7.4,FALSE
2/3/24,Laptop,132.4,48.3,stopped,52,Female,USA,Standard,TRUE,9.73,3,TV Series,Music,1990,33,TV-PG,English,USA,3.9,TRUE
8/18/25,Smart TV,39.4,58.3,completed,40,Female,USA,Basic,TRUE,37.38,2,Documentary,Sci-Fi,2024,102,TV-14,Italian,Canada,6.3,TRUE
10/14/24,Laptop,18.4,86.9,completed,50,Male,USA,Premium,TRUE,10.63,3,Documentary,Romance,2006,89,TV-Y,English,USA,3.8,FALSE
1/28/24,Smart TV,70.4,21.7,started,46,Male,USA,Standard,TRUE,3.88,,Movie,Western,1994,98,G,English,USA,4.5,FALSE
5/4/25,Smart TV,11.3,39.3,started,30,Female,Canada,Premium,TRUE,29.14,2,Movie,History,1993,128,R,English,Germany,5.6,TRUE
10/25/24,Desktop,158.1,37.4,paused,42,Other,USA,Premium,TRUE,6.25,,Limited Series,Mystery,2020,36,TV-Y,German,South Korea,7.5,FALSE
6/21/25,Desktop,47.5,36.7,completed,32,Male,USA,Basic,TRUE,13.85,,Movie,Crime,2001,104,G,Hindi,France,7.1,FALSE
3/2/25,Tablet,24.6,24.7,stopped,23,Female,USA,Standard,TRUE,14,1,Movie,Biography,2023,116,TV-G,English,Germany,6.2,FALSE
8/5/25,Desktop,42.5,57.4,stopped,39,Male,USA,Premium+,TRUE,18.8,2,Stand-up Comedy,Sci-Fi,2017,37,PG,Japanese,USA,3.3,FALSE
7/26/24,Laptop,77.9,17.2,stopped,28,Prefer not to say,USA,Premium,TRUE,27.89,6,Movie,Comedy,1990,70,TV-PG,English,Germany,5.9,FALSE
3/20/24,Laptop,67.2,93.5,completed,44,Female,USA,Premium,TRUE,26.67,,Movie,Comedy,1995,100,TV-Y,English,USA,9,TRUE
4/7/24,Desktop,57.6,59.5,paused,45,Female,USA,Basic,FALSE,14.42,2,TV Series,Music,2015,38,TV-MA,Italian,South Korea,4,FALSE
1/9/25,Smart TV,31.6,64,stopped,24,,USA,Basic,TRUE,17.87,2,TV Series,Romance,2003,29,R,Korean,India,2.6,TRUE
11/1/24,Smart TV,70.6,77.4,completed,39,Female,USA,Premium+,TRUE,43.24,2,Documentary,Sci-Fi,2011,131,NC-17,Japanese,USA,5.3,FALSE
2/22/24,Tablet,92,70.4,paused,50,Male,Canada,Standard,TRUE,1.51,5,Movie,Documentary,1991,101,R,English,USA,5.3,FALSE
7/19/24,Smart TV,29.1,34.1,started,18,Prefer not to say,USA,Basic,TRUE,17.1,2,Movie,Drama,1996,87,TV-Y,French,South Korea,8.6,TRUE
3/6/24,Tablet,34.6,90.2,started,39,Female,USA,Standard,TRUE,15.75,3,Movie,Drama,2022,586,TV-14,English,USA,5.4,FALSE
1/14/24,Mobile,44.5,70,stopped,21,Female,USA,Basic,TRUE,3.85,3,Movie,Biography,2024,118,PG,English,Canada,5.6,FALSE
12/30/24,Desktop,21.9,34.1,stopped,19,Male,USA,Standard,TRUE,11,,TV Series,War,2018,26,TV-14,English,USA,6.4,TRUE
5/2/24,Tablet,74.3,14.9,stopped,42,Prefer not to say,USA,Basic,TRUE,22.96,2,Documentary,Family,2009,101,TV-PG,English,Canada,6.2,FALSE
6/5/24,Smart TV,10.6,56.9,paused,38,Male,USA,Premium,TRUE,5.12,3,Movie,Sci-Fi,2016,122,TV-PG,Japanese,France,6.4,TRUE
10/22/25,Mobile,149,22.2,started,21,Female,USA,Premium,TRUE,7.59,1,Movie,Action,1995,113,TV-MA,English,USA,5.9,FALSE
6/20/24,Laptop,37,61,paused,47,Female,USA,Standard,TRUE,16.22,1,Movie,Action,1998,100,TV-14,English,UK,5.3,FALSE
11/12/24,Smart TV,146.2,30.8,paused,33,Other,USA,Premium,TRUE,20.01,3,Documentary,Action,1996,34,G,Japanese,UK,3.9,FALSE
5/8/25,Smart TV,32.2,15.1,started,28,Female,USA,Premium,TRUE,22.44,3,Movie,Sci-Fi,2016,122,TV-PG,Japanese,France,6.4,TRUE
12/30/25,Laptop,112.1,82.8,stopped,43,Female,USA,Premium,TRUE,6,2,Movie,Crime,2017,114,TV-14,French,USA,5.6,FALSE
5/16/25,Mobile,34.4,39.8,completed,22,Prefer not to say,USA,Premium+,TRUE,25.38,,Stand-up Comedy,Fantasy,2003,58,TV-MA,English,UK,6.8,FALSE
3/21/24,Desktop,33.4,59.3,completed,46,Male,USA,Standard,TRUE,8.24,1,TV Series,War,1991,35,PG,English,UK,8.8,FALSE
12/7/25,Mobile,90.4,23.8,completed,31,Female,USA,Premium,TRUE,19.07,,Movie,Comedy,1998,60,PG-13,English,USA,4.8,FALSE
2/3/24,Smart TV,31.6,61.3,paused,26,Other,USA,Standard,TRUE,15.34,2,Limited Series,Fantasy,2013,69,TV-14,English,USA,6,TRUE
5/30/24,Desktop,58.6,80.4,completed,47,Male,Canada,Premium,TRUE,9.48,5,Documentary,Thriller,1994,89,TV-14,English,USA,4.9,FALSE
3/1/25,Tablet,32.9,5.1,started,44,Female,USA,Premium,TRUE,7.07,3,Movie,Documentary,2008,109,R,English,USA,4.5,TRUE
3/7/24,Tablet,46.8,9.4,completed,26,Male,USA,Premium,TRUE,14.52,3,Stand-up Comedy,Sport,2011,64,TV-14,Hindi,Canada,4.8,FALSE
7/30/25,Smart TV,57.4,24.5,started,18,Other,Canada,Premium,TRUE,10.54,4,TV Series,Documentary,2009,54,NC-17,English,Canada,5.8,FALSE
9/30/25,Tablet,142.4,19.3,completed,42,Male,USA,Basic,TRUE,4.63,1,Movie,History,2023,106,TV-Y7,English,USA,7.6,FALSE
11/5/25,Mobile,21.4,24.5,completed,19,Female,Canada,Basic,FALSE,13.56,3,Movie,Comedy,1999,101,PG,English,USA,6.8,FALSE
10/19/25,Smart TV,17,36,paused,42,Male,USA,Standard,TRUE,6.16,3,Stand-up Comedy,Mystery,1992,45,R,Spanish,USA,9.1,FALSE
8/4/25,Laptop,48,82.7,stopped,31,Female,Canada,Basic,TRUE,2.96,1,Movie,Biography,1999,84,PG-13,Spanish,USA,9.3,FALSE
11/20/24,Mobile,65,9.4,paused,31,Prefer not to say,Canada,Standard,TRUE,8.5,1,Movie,Mystery,2014,69,TV-Y,Korean,Japan,4.3,FALSE
5/16/25,Desktop,26.7,50.4,stopped,45,Female,USA,Basic,TRUE,12.38,3,Stand-up Comedy,Animation,1966,47,TV-Y7,English,USA,4.3,FALSE
3/23/25,Laptop,42.9,86.5,paused,42,Female,Canada,Premium+,TRUE,2.36,2,TV Series,Animation,2021,65,TV-Y,Spanish,Canada,7,FALSE
12/22/25,Smart TV,75.1,20.5,started,40,Female,Canada,Premium,TRUE,11.16,2,Movie,War,1996,113,TV-14,English,USA,6.6,FALSE
1/19/24,Smart TV,8,77.7,completed,32,Female,USA,Premium+,TRUE,18.99,,Movie,Family,2022,159,TV-Y,English,USA,5.5,FALSE
3/24/25,Tablet,128.8,95.4,stopped,39,Female,USA,Premium,TRUE,20.53,3,TV Series,Drama,1997,73,TV-PG,French,USA,7.4,FALSE
1/26/24,Desktop,25.3,64.4,started,52,Female,Canada,Premium+,TRUE,18.12,4,Movie,Family,2022,159,TV-Y,English,USA,5.5,FALSE
1/5/24,Smart TV,12.7,39.1,completed,52,Female,USA,Standard,TRUE,9.29,,TV Series,Western,1998,43,TV-Y7,English,USA,7.9,FALSE
10/26/25,Smart TV,10.1,32,paused,51,Male,USA,Premium,TRUE,7.25,2,Documentary,Drama,2012,74,PG-13,Italian,UK,9.8,FALSE
4/6/24,Desktop,258.3,43.5,paused,23,Male,USA,Premium,TRUE,11.15,3,TV Series,Biography,1986,36,R,French,Japan,7.4,TRUE
1/16/24,Laptop,44.4,33.2,paused,53,Female,USA,Basic,TRUE,2.29,2,Movie,Mystery,2010,81,TV-Y7,German,USA,5.5,FALSE
11/19/24,Smart TV,59.1,87.5,stopped,44,Male,USA,Premium,TRUE,7.81,2,TV Series,Action,2005,67,TV-Y7,English,UK,3.7,TRUE
12/7/24,Tablet,63.9,25.3,started,25,Male,USA,Standard,TRUE,54.39,2,Documentary,Western,2011,91,PG-13,English,USA,5.4,FALSE
10/27/25,Tablet,190.9,64.3,paused,28,Female,USA,Basic,TRUE,10.45,2,TV Series,Music,2015,38,TV-MA,Italian,South Korea,4,FALSE
4/15/24,Laptop,101.4,80.8,stopped,28,Male,USA,Standard,TRUE,20.69,3,Movie,War,2001,59,PG-13,Spanish,USA,6.2,FALSE
3/26/24,Laptop,68.2,65.8,started,43,Female,USA,Basic,TRUE,23.06,2,Movie,Sport,2018,83,TV-14,German,Canada,2.7,FALSE
11/30/24,Laptop,16.9,39.1,started,22,Male,USA,Standard,FALSE,13.86,2,Movie,War,2023,119,PG-13,English,USA,6.5,FALSE
4/10/24,Mobile,30.5,62.5,paused,41,Female,Canada,Basic,TRUE,10.36,3,Movie,Western,2005,130,R,Italian,South Korea,3.4,TRUE
1/27/25,Tablet,88.3,43.3,started,42,Male,Canada,Basic,TRUE,17.67,1,Limited Series,Documentary,1993,33,TV-G,English,USA,7.5,FALSE
8/7/25,Mobile,26.4,44.4,started,38,,Canada,Basic,TRUE,28.37,2,Movie,Action,2018,105,G,English,UK,4.5,FALSE
1/10/25,Smart TV,91.4,41.1,stopped,33,Other,USA,Premium,FALSE,10.02,1,Movie,Animation,2002,53,TV-MA,English,India,4.3,TRUE
11/17/24,Laptop,58.5,41.4,completed,49,Male,USA,Premium,TRUE,11.71,3,Movie,Animation,1997,120,TV-MA,German,UK,4.8,FALSE
5/30/25,Smart TV,70.2,49.7,paused,25,Other,Canada,Premium,FALSE,8.27,5,TV Series,Crime,2022,42,G,English,USA,5.7,FALSE
10/26/24,Mobile,146.9,62.7,started,20,Male,USA,Standard,TRUE,3.18,2,Documentary,Biography,2010,71,PG,English,UK,9.5,FALSE
11/9/24,Laptop,67.4,47.6,stopped,35,Other,USA,Premium+,TRUE,5.05,1,Movie,Documentary,2001,94,TV-Y,English,UK,7.5,FALSE
1/24/24,Smart TV,85.4,70.2,stopped,33,Female,Canada,Premium,TRUE,3.25,3,Movie,Music,1995,82,TV-MA,Hindi,USA,0.8,FALSE
8/11/25,Tablet,145.6,64.7,completed,31,Female,USA,Premium+,TRUE,23.43,3,Movie,Biography,2001,103,TV-Y7,English,USA,7.4,FALSE
8/10/25,Tablet,9.4,32.1,started,44,Female,USA,Standard,TRUE,30.73,4,Documentary,Horror,1996,87,TV-Y7,French,USA,6.8,FALSE
1/3/25,Mobile,35.6,12.3,stopped,35,Female,USA,Premium,TRUE,32.22,2,TV Series,Sport,2024,43,TV-PG,Spanish,USA,6.4,TRUE
9/15/25,Smart TV,26.9,38,started,44,Male,USA,Premium,FALSE,12,2,TV Series,Thriller,1998,22,TV-MA,English,Canada,5.2,TRUE
10/5/25,Desktop,25.3,50.3,started,50,Male,Canada,Premium,TRUE,2.66,2,TV Series,Action,2003,53,TV-PG,Japanese,Japan,8.6,TRUE
10/21/24,Smart TV,104.9,14.4,started,43,Female,Canada,Standard,TRUE,43.88,,Movie,Action,1995,113,TV-MA,English,USA,5.9,FALSE
10/9/24,Smart TV,168.4,41.4,started,36,Female,USA,Basic,FALSE,5.37,,TV Series,Adventure,1994,50,PG,English,Canada,8.5,TRUE
12/13/24,Mobile,107.4,11.4,started,37,Male,USA,Premium,TRUE,5.89,6,Documentary,Crime,2014,570,TV-G,Japanese,UK,4.8,TRUE
5/18/25,Mobile,19.9,62.9,stopped,37,Male,USA,Basic,FALSE,12.4,1,TV Series,Animation,2008,45,TV-MA,English,South Korea,6.9,FALSE
6/13/24,Desktop,82.8,82.7,paused,46,Other,USA,Premium+,FALSE,9.66,2,TV Series,Animation,2021,65,TV-Y,Spanish,Canada,7,FALSE
12/28/24,Smart TV,94.7,80.1,paused,29,,USA,Premium,FALSE,4.29,2,Documentary,Crime,2012,102,TV-Y,English,South Korea,8.2,FALSE
7/22/25,Tablet,72.2,57.4,stopped,53,Female,USA,Premium,FALSE,7.83,4,Movie,Sport,1995,121,R,English,USA,7,FALSE
2/1/25,Mobile,115.2,0.4,stopped,37,Male,USA,Premium,TRUE,19.15,,TV Series,Fantasy,2003,32,TV-MA,English,USA,3.6,TRUE
7/26/24,Desktop,64,93.1,completed,26,Female,Canada,Premium,TRUE,2.36,2,Movie,Mystery,2000,118,TV-Y,English,UK,7,FALSE
2/5/25,Desktop,30.8,20.9,started,40,Male,USA,Premium+,TRUE,23.08,,TV Series,Adventure,2010,49,PG-13,French,USA,8.9,FALSE
4/22/25,Desktop,25.4,81.8,started,33,Female,USA,Premium+,TRUE,12.86,7,Stand-up Comedy,Crime,2024,70,TV-G,English,USA,5.9,FALSE
1/1/25,Desktop,5.2,89.3,started,44,Male,USA,Basic,TRUE,8.31,,Documentary,Animation,2003,107,TV-PG,English,USA,8.7,FALSE
7/16/24,Desktop,30.5,53.3,completed,38,Female,USA,Standard,TRUE,10.12,2,TV Series,War,2018,26,TV-14,English,USA,6.4,TRUE
4/1/25,Desktop,31.3,31,started,59,Female,Canada,Standard,TRUE,38.32,1,Movie,Comedy,2020,151,PG,German,USA,5.6,TRUE
4/22/25,Tablet,53.6,16.1,started,33,Male,USA,Standard,FALSE,19.67,1,Movie,War,2023,146,PG,English,Germany,7.1,FALSE
4/28/25,Desktop,78.9,86.8,completed,49,Male,USA,Premium,FALSE,3.63,3,Movie,Romance,2014,79,TV-Y7,Hindi,Japan,0.9,TRUE
12/7/25,Mobile,90.4,23.8,completed,31,Female,USA,Premium,TRUE,19.07,,Movie,Comedy,1998,60,PG-13,English,USA,4.8,FALSE
11/14/24,Mobile,46.3,60.7,started,35,Female,USA,Premium,TRUE,3.88,,TV Series,Action,1992,63,NC-17,English,Canada,9.1,FALSE
3/16/25,Smart TV,35.8,22,stopped,46,Female,Canada,Standard,TRUE,12.12,5,Documentary,Animation,1992,84,TV-MA,English,Germany,5.9,FALSE
3/11/24,Mobile,119.1,80.9,paused,54,,USA,Premium,TRUE,5.04,3,TV Series,Crime,2002,50,TV-14,English,Germany,5.8,FALSE
4/19/24,Laptop,56.1,8.3,paused,49,Male,Canada,Basic,TRUE,7.18,2,Documentary,Action,1993,85,G,Spanish,South Korea,8.5,FALSE
2/25/24,Mobile,61,43.4,started,24,Female,USA,Basic,TRUE,2.3,1,TV Series,History,1998,12,TV-14,English,Canada,6.4,FALSE
6/17/25,Mobile,23.7,45,paused,24,Female,USA,Premium+,TRUE,19.07,3,Movie,Documentary,2023,99,TV-Y,English,USA,1.4,FALSE
12/15/25,Smart TV,145.2,53.6,stopped,32,Male,USA,Premium+,TRUE,18.75,3,TV Series,Drama,1995,45,G,Hindi,USA,1.7,FALSE
6/24/24,Desktop,65,65.3,stopped,47,Prefer not to say,USA,Premium,TRUE,5.66,5,TV Series,Sport,2000,55,PG-13,Hindi,USA,6.6,FALSE
1/13/24,Laptop,100.9,0.9,paused,29,Female,USA,Premium,TRUE,24.56,2,Movie,Comedy,2015,85,TV-PG,English,USA,5.7,FALSE
3/12/25,Tablet,168.3,86.7,completed,48,Male,USA,Basic,TRUE,9.2,,Movie,Action,1996,123,PG,Hindi,UK,5.2,FALSE
3/12/25,Desktop,33,10.3,completed,38,Female,USA,Premium,TRUE,5.45,3,TV Series,War,1991,14,PG-13,English,USA,7.9,FALSE
1/1/25,Mobile,73.2,9.4,stopped,27,Female,USA,Standard,TRUE,2.42,5,Documentary,Animation,2001,108,TV-Y,English,USA,6.8,FALSE
5/26/24,Desktop,52.7,85.1,started,51,Female,USA,Basic,FALSE,10.7,1,Documentary,Adventure,2001,404,NC-17,English,Canada,1,FALSE
11/14/25,Laptop,2.5,75.9,paused,33,Male,USA,Basic,FALSE,22.12,1,Movie,Action,2018,91,G,English,Germany,7.6,FALSE
8/31/24,Tablet,81.9,52.7,completed,27,Female,Canada,Basic,TRUE,12.86,,Movie,Animation,2003,89,TV-Y,French,USA,5.4,TRUE
10/31/24,Laptop,122.4,50.8,paused,57,Other,USA,Standard,FALSE,11.23,2,Movie,Biography,2013,121,PG,English,South Korea,8.4,FALSE
9/21/25,Mobile,78.5,71.5,completed,28,Male,USA,Premium,TRUE,9.97,2,Movie,Documentary,1998,114,PG,English,Germany,6.8,TRUE
2/17/24,Laptop,41.3,77.5,stopped,30,Other,USA,Premium,FALSE,12.77,1,Movie,Family,2005,109,TV-MA,Japanese,Japan,6.8,TRUE
8/6/25,Desktop,28.1,96.3,paused,50,Female,USA,Standard,TRUE,44.2,1,Movie,History,2003,97,R,English,USA,6.9,FALSE
10/8/25,Tablet,26.4,36.6,paused,33,Female,Canada,Premium,TRUE,49.56,,Movie,Documentary,2023,99,TV-Y,English,USA,1.4,FALSE
5/14/24,Laptop,63.5,42.8,stopped,47,Male,Canada,Standard,TRUE,22.41,2,Stand-up Comedy,Adventure,1999,52,PG,Spanish,France,7.3,FALSE
2/13/24,Desktop,319.7,66.3,started,37,Female,Canada,Standard,TRUE,35.39,2,Movie,Thriller,2002,80,NC-17,Spanish,France,4.9,FALSE
5/13/25,Desktop,78.4,76.8,completed,31,Female,USA,Standard,TRUE,9.12,1,Movie,Sci-Fi,2017,110,TV-G,English,UK,7.2,FALSE
9/11/25,Smart TV,33.3,44.8,paused,30,Male,USA,Premium+,TRUE,10.78,1,Stand-up Comedy,Romance,2002,58,TV-G,English,USA,7.6,FALSE
1/24/24,Desktop,104.3,94.7,completed,25,Female,USA,Basic,TRUE,25,3,Limited Series,History,2008,58,NC-17,English,Canada,4.9,FALSE
10/31/25,Mobile,74,92.6,stopped,31,Female,USA,Standard,FALSE,15.89,3,Movie,Western,1994,117,TV-14,Korean,USA,8.5,FALSE
1/23/24,Mobile,82.3,59.8,stopped,30,Female,Canada,Basic,FALSE,4.05,2,Movie,Mystery,1990,117,TV-14,Korean,Japan,8.4,TRUE
2/23/24,Desktop,24.2,45.3,started,51,Female,Canada,Standard,TRUE,11.62,2,Movie,Adventure,2007,92,TV-MA,English,Germany,9.2,FALSE
7/7/25,Mobile,32.4,40.6,stopped,39,Prefer not to say,USA,Standard,TRUE,1.17,2,Limited Series,Documentary,1993,33,TV-G,English,USA,7.5,FALSE
1/2/24,Tablet,7.7,70.2,completed,36,Male,USA,Premium,FALSE,5.19,4,Movie,Comedy,2019,108,TV-G,English,Japan,4.6,FALSE
8/17/24,Desktop,93.5,98.3,paused,36,Male,USA,Premium,FALSE,6.28,1,Documentary,Sci-Fi,2016,111,TV-Y,English,USA,2.7,FALSE
7/1/25,Desktop,22.4,3.7,completed,32,Male,USA,Premium,FALSE,15.27,2,TV Series,Fantasy,2001,64,NC-17,English,USA,7.5,FALSE
6/15/24,Tablet,54,3.6,completed,34,Prefer not to say,USA,Basic,TRUE,6.54,5,Movie,Animation,2005,98,TV-Y,English,South Korea,6.2,FALSE
