watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,maturity_level,language,country_of_origin,imdb_rating,is_netflix_original
12/26/2024,Smart Tv,23.30,21.5,stopped,49,Female,USA,PREMIUM+,TRUE,8.45,1,Movie,Fantasy,"1,995",166,TV-Y,Kids,English,USA,7.5,TRUE
7/1/2025,Desktop,23.80,22.5,completed,33,Other,USA,PREMIUM+,TRUE,0.60,3,Movie,Thriller,"2,002",80,NC-17,Adult,Spanish,France,4.9,FALSE
11/7/2024,Tablet,16.70,29.4,stopped,41,Female,USA,BASIC,TRUE,5.00,1,Movie,Sci-Fi,"1,990",126,TV-Y,Kids,English,USA,5.2,FALSE
3/12/2024,Desktop,31.60,83.9,stopped,45,Male,Canada,PREMIUM+,TRUE,21.69,2,Documentary,Thriller,"2,000",128,TV-MA,Adult,Hindi,UK,8.0,FALSE
11/23/2025,Laptop,90.90,70.5,stopped,27,Male,Canada,PREMIUM,TRUE,4.41,4,Movie,Sci-Fi,"2,002",84,G,Kids,Italian,India,4.7,TRUE
4/30/2024,Smart Tv,75.90,77.3,paused,40,Male,USA,PREMIUM,TRUE,9.87,4,Movie,Mystery,"2,019",80,PG-13,Teens,German,USA,7.3,FALSE
6/26/2024,Mobile,93.10,51.2,paused,35,Male,USA,PREMIUM+,TRUE,11.53,6,Movie,Animation,"2,005",98,TV-Y,Kids,English,South Korea,6.2,FALSE
4/14/2024,Tablet,39.90,84.3,completed,31,Female,USA,STANDARD,FALSE,3.96,4,Movie,Crime,"1,999",113,TV-MA,Adult,English,France,6.5,FALSE
11/17/2024,Desktop,3.70,60.7,started,37,Male,USA,STANDARD,TRUE,10.48,2,Movie,Western,"2,018",81,TV-Y7,Kids,French,UK,8.6,FALSE
2/21/2025,Smart Tv,33.70,73.1,completed,20,Other,Canada,PREMIUM,FALSE,16.03,5,Movie,War,"2,023",117,TV-PG,Family,Spanish,Germany,5.6,FALSE
4/10/2025,Laptop,76.80,43.1,stopped,18,Male,USA,BASIC,TRUE,9.13,6,TV Series,Mystery,"1,997",66,TV-Y7,Kids,Spanish,USA,8.9,TRUE
5/20/2024,Smart Tv,13.30,74.1,stopped,27,Other,USA,PREMIUM,TRUE,8.60,6,Movie,Comedy,"1,998",111,TV-PG,Family,English,USA,9.3,FALSE
7/29/2025,Desktop,138.90,11.2,completed,24,Female,USA,PREMIUM+,TRUE,28.35,4,TV Series,Mystery,"1,997",66,TV-Y7,Kids,Spanish,USA,8.9,TRUE
9/25/2025,Smart Tv,34.30,33.1,paused,26,Male,USA,PREMIUM,FALSE,19.69,1,Movie,Action,"2,015",140,TV-Y,Kids,Korean,USA,4.9,FALSE
9/14/2025,Smart Tv,59.50,14,paused,58,Male,Canada,PREMIUM+,TRUE,18.50,3,Documentary,Sport,"2,001",77,R,Adult,German,USA,10.0,FALSE
11/3/2024,Mobile,23.80,92.9,paused,61,Male,USA,STANDARD,TRUE,12.08,2,Movie,Music,"1,995",82,TV-MA,Adult,Hindi,USA,0.8,FALSE
1/18/2024,Laptop,168.60,21.2,completed,26,Male,USA,PREMIUM,TRUE,6.85,2,Documentary,Animation,"1,992",84,TV-MA,Adult,English,Germany,5.9,FALSE
7/31/2025,Mobile,193.40,47.5,completed,24,Female,USA,PREMIUM+,TRUE,9.43,4,Limited Series,Sci-Fi,"1,993",30,TV-Y7,Kids,English,USA,4.6,FALSE
3/11/2024,Tablet,30.70,15.6,started,21,Other,Canada,PREMIUM,TRUE,8.39,1,TV Series,Mystery,"2,003",524,NC-17,Adult,Spanish,USA,5.0,TRUE
5/28/2025,Laptop,253.60,55.1,completed,23,Prefer Not To Say,USA,PREMIUM,TRUE,709.15,4,Documentary,Drama,"1,999",108,TV-G,#N/A,Spanish,South Korea,5.0,FALSE
11/5/2024,Mobile,41.30,72.8,stopped,20,Female,USA,STANDARD,TRUE,33.98,3,Stand-up Comedy,Action,"2,002",65,NC-17,Adult,German,Japan,1.2,FALSE
11/23/2024,Laptop,15.30,0.9,stopped,34,Female,Canada,BASIC,FALSE,34.31,2,Limited Series,Family,"2,008",30,TV-G,#N/A,English,USA,5.9,FALSE
7/2/2025,Laptop,16.90,82,started,28,Other,USA,STANDARD,TRUE,31.33,2,Stand-up Comedy,Crime,"2,009",44,TV-Y,Kids,Korean,USA,5.7,FALSE
9/19/2024,Mobile,65.50,47.8,stopped,58,Male,Canada,PREMIUM,TRUE,15.25,4,Movie,Animation,"1,994",90,TV-MA,Adult,Japanese,South Korea,4.8,FALSE
11/29/2025,Tablet,81.20,97.9,stopped,40,Female,USA,PREMIUM,TRUE,16.31,2,Limited Series,Comedy,"2,012",57,PG,Family,Spanish,USA,5.3,FALSE
6/4/2024,Smart Tv,64.30,96.6,started,41,Male,USA,PREMIUM,TRUE,9.77,2,Documentary,Action,"1,996",46,NC-17,Adult,English,USA,7.1,FALSE
5/18/2025,Desktop,16.00,15.7,stopped,24,Male,USA,STANDARD,TRUE,20.41,2,Movie,War,"2,003",120,PG-13,Teens,English,USA,7.2,FALSE
7/12/2025,Desktop,83.00,72.4,paused,42,Male,USA,BASIC,TRUE,3.79,5,Stand-up Comedy,Music,"2,005",54,G,Kids,English,USA,6.9,FALSE
5/16/2024,Tablet,112.00,31,stopped,60,Female,USA,PREMIUM,FALSE,4.62,2,Movie,Documentary,"1,997",65,TV-MA,Adult,English,USA,7.9,FALSE
12/10/2024,Laptop,91.70,88.4,paused,48,Female,USA,BASIC,TRUE,2.67,3,Movie,History,"2,020",131,PG,Family,English,USA,7.1,FALSE
4/13/2024,Mobile,145.20,62.7,started,32,Female,Canada,BASIC,TRUE,32.69,1,Documentary,Romance,"2,002",86,TV-Y7,Kids,English,USA,7.6,TRUE
2/14/2024,Laptop,40.30,55.1,stopped,35,Female,USA,PREMIUM,TRUE,13.07,2,Movie,Comedy,"2,024",117,TV-Y7,Kids,Spanish,USA,6.3,FALSE
10/8/2024,Desktop,30.60,3.7,paused,29,Female,USA,PREMIUM,TRUE,8.28,4,Limited Series,Fantasy,"2,013",69,TV-14,Teens,English,USA,6.0,TRUE
9/6/2024,Laptop,7.40,64.7,started,40,Male,USA,PREMIUM,FALSE,487.28,2,TV Series,Adventure,"1,993",46,TV-Y7,Kids,English,USA,6.8,TRUE
1/30/2024,Smart Tv,12.20,23.2,stopped,22,Female,USA,PREMIUM,TRUE,27.48,4,Documentary,Sci-Fi,"2,022",56,TV-14,Teens,English,USA,6.9,TRUE
9/23/2024,Smart Tv,51.00,19.5,stopped,27,Other,USA,PREMIUM,TRUE,16.00,2,Documentary,Animation,"2,003",107,TV-PG,Family,English,USA,8.7,FALSE
3/12/2025,Mobile,50.20,68.1,completed,40,Female,USA,PREMIUM,TRUE,23.98,4,TV Series,War,"2,018",48,TV-PG,Family,English,India,7.7,TRUE
8/31/2025,Desktop,26.80,47.6,started,67,Female,USA,STANDARD,TRUE,42.24,2,Movie,Romance,"1,998",93,TV-Y,Kids,Spanish,USA,10.0,FALSE
2/22/2024,Tablet,43.40,73.5,stopped,35,Male,USA,PREMIUM+,TRUE,14.73,1,Documentary,Action,"2,019",98,G,Kids,Hindi,South Korea,8.5,FALSE
6/14/2025,Tablet,13.90,42.7,started,32,Male,USA,PREMIUM,TRUE,18.19,7,Movie,Music,"2,018",100,R,Adult,English,USA,3.3,FALSE
1/5/2025,Laptop,53.40,58.7,completed,40,Female,USA,PREMIUM,TRUE,14.67,1,TV Series,Crime,"2,000",66,TV-Y7,Kids,English,Canada,6.2,FALSE
11/29/2025,Mobile,4.80,64.9,completed,32,Male,USA,PREMIUM+,TRUE,19.41,3,TV Series,Mystery,"2,003",524,NC-17,Adult,Spanish,USA,5.0,TRUE
1/30/2024,Tablet,79.30,65.6,started,39,Other,USA,STANDARD,TRUE,9.65,1,Movie,Animation,"2,016",93,TV-PG,Family,English,USA,8.0,TRUE
1/13/2024,Desktop,138.00,94.7,stopped,41,Male,USA,STANDARD,TRUE,10.46,3,Stand-up Comedy,Action,"2,024",61,TV-MA,Adult,English,USA,4.8,FALSE
1/16/2024,Tablet,43.90,39,started,30,Male,USA,PREMIUM,TRUE,3.15,6,Movie,History,"2,015",102,TV-MA,Adult,English,USA,10.0,FALSE
7/4/2025,Laptop,79.30,87.4,started,51,Female,USA,STANDARD,TRUE,24.83,2,TV Series,Drama,"2,018",45,TV-Y7,Kids,Japanese,South Korea,5.3,FALSE
11/8/2025,Desktop,78.30,30.1,stopped,37,Female,Canada,BASIC,TRUE,2.22,4,Limited Series,Biography,"2,008",32,G,Kids,English,South Korea,6.5,TRUE
1/27/2024,Desktop,11.10,49.5,started,23,Male,Canada,PREMIUM+,TRUE,13.73,1,TV Series,Biography,"2,012",56,PG-13,Teens,English,France,6.8,FALSE
11/12/2025,Tablet,9.30,96.7,stopped,39,Male,USA,STANDARD,FALSE,6.42,4,Documentary,Action,"2,017",98,PG-13,Teens,English,USA,5.3,TRUE
9/30/2025,Mobile,101.80,17.3,paused,25,Female,USA,STANDARD,TRUE,12.78,3,Movie,Thriller,"1,999",76,TV-Y7,Kids,English,UK,4.6,FALSE
12/9/2024,Smart Tv,40.10,3.5,paused,35,Female,Canada,BASIC,FALSE,4.56,1,Documentary,Drama,"2,001",66,NC-17,Adult,Japanese,USA,9.5,TRUE
4/14/2025,Smart Tv,54.50,79.8,started,66,Female,Canada,BASIC,TRUE,8.51,2,TV Series,Action,"1,992",63,NC-17,Adult,English,Canada,9.1,FALSE
11/21/2025,Laptop,39.90,64.5,completed,32,Male,USA,BASIC,TRUE,6.52,1,Movie,Mystery,"1,990",117,TV-14,Teens,Korean,Japan,8.4,TRUE
8/10/2025,Desktop,31.10,45.6,stopped,28,Male,USA,STANDARD,TRUE,10.98,2,Movie,Animation,"2,005",98,TV-Y,Kids,English,South Korea,6.2,FALSE
10/1/2025,Tablet,43.50,88.7,paused,26,Female,USA,PREMIUM,TRUE,9.45,1,Movie,Crime,"2,021",69,NC-17,Adult,English,USA,6.0,TRUE
3/20/2025,Tablet,104.40,84.3,paused,22,Female,USA,BASIC,TRUE,1.31,3,Movie,History,"2,013",118,TV-G,#N/A,English,USA,5.1,FALSE
1/12/2025,Mobile,36.60,71.8,completed,45,Female,Canada,STANDARD,TRUE,14.62,4,Documentary,Sci-Fi,"2,016",111,TV-Y,Kids,English,USA,2.7,FALSE
11/27/2024,Desktop,35.60,45.1,completed,32,Female,USA,PREMIUM,FALSE,5.08,4,Movie,History,"2,001",109,PG-13,Teens,English,Japan,6.6,TRUE
3/19/2025,Mobile,37.60,23.2,started,40,Male,USA,PREMIUM+,FALSE,7.71,1,TV Series,Horror,"2,022",37,TV-Y,Kids,French,USA,5.9,FALSE
5/21/2024,Desktop,60.60,70.5,started,22,Female,Canada,PREMIUM,TRUE,14.71,2,Documentary,History,"1,998",78,TV-MA,Adult,French,South Korea,7.3,TRUE
6/19/2025,Desktop,80.50,77.7,started,48,Male,USA,PREMIUM,TRUE,12.63,2,TV Series,Documentary,"1,999",42,G,Kids,English,Germany,7.4,TRUE
7/27/2024,Tablet,20.00,29.9,stopped,41,Female,Canada,PREMIUM,TRUE,5.50,2,TV Series,History,"2,021",17,TV-Y,Kids,English,USA,5.1,TRUE
3/8/2025,Desktop,19.50,58.3,stopped,50,Male,USA,PREMIUM,TRUE,20.64,2,TV Series,Romance,"1,998",39,PG-13,Teens,Italian,USA,6.1,FALSE
12/10/2025,Laptop,57.70,41.2,started,36,Male,USA,STANDARD,TRUE,7.64,3,TV Series,Drama,"2,021",73,R,Adult,Japanese,USA,6.5,FALSE
8/16/2025,Mobile,16.90,97.8,completed,47,Male,USA,PREMIUM,TRUE,7.55,2,Stand-up Comedy,Comedy,"1,996",77,TV-MA,Adult,English,USA,3.6,FALSE
9/17/2024,Laptop,146.90,88,paused,46,Prefer Not To Say,USA,BASIC,TRUE,14.56,1,TV Series,Adventure,"1,993",46,TV-Y7,Kids,English,USA,6.8,TRUE
12/31/2024,Tablet,27.10,31.9,started,40,Female,USA,PREMIUM,TRUE,25.02,3,Movie,Sci-Fi,"2,017",110,TV-G,#N/A,English,UK,7.2,FALSE
12/30/2024,Mobile,31.70,23.6,stopped,32,Male,Canada,PREMIUM,TRUE,11.14,1,Documentary,Biography,"2,010",71,PG,Family,English,UK,9.5,FALSE
2/14/2025,Laptop,14.40,28.8,stopped,35,Female,USA,PREMIUM,TRUE,11.14,3,Movie,Western,"2,018",121,NC-17,Adult,English,Germany,6.5,FALSE
10/20/2024,Smart Tv,38.10,19.3,completed,62,Male,USA,STANDARD,TRUE,14.84,1,Movie,Fantasy,"2,014",115,TV-Y7,Kids,Spanish,South Korea,7.3,TRUE
9/3/2025,Laptop,66.50,85.6,paused,31,Female,Canada,BASIC,TRUE,18.67,4,Movie,Animation,"2,006",69,TV-PG,Family,English,USA,5.1,FALSE
3/21/2024,Smart Tv,20.90,22,started,34,Prefer Not To Say,USA,PREMIUM+,TRUE,23.88,7,TV Series,Horror,"2,022",37,TV-Y,Kids,French,USA,5.9,FALSE
5/23/2024,Tablet,35.90,79.6,started,36,Male,USA,PREMIUM,FALSE,26.52,2,Stand-up Comedy,Drama,"2,007",67,TV-MA,Adult,English,USA,6.6,FALSE
3/26/2024,Mobile,3.40,6,stopped,38,Female,USA,STANDARD,TRUE,9.52,2,Stand-up Comedy,Romance,"2,005",41,NC-17,Adult,German,Canada,7.1,FALSE
8/7/2025,Tablet,73.60,69,paused,31,Male,Canada,PREMIUM,TRUE,19.56,2,Movie,Adventure,"2,020",153,TV-Y,Kids,English,USA,6.3,TRUE
11/8/2024,Laptop,57.80,72.6,started,48,Female,Canada,STANDARD,FALSE,28.27,4,Documentary,Drama,"2,021",99,R,Adult,English,USA,4.4,TRUE
5/20/2024,Desktop,3.20,86.9,stopped,22,Male,USA,PREMIUM,TRUE,14.58,1,Stand-up Comedy,Romance,"1,999",522,TV-G,#N/A,Korean,USA,5.9,FALSE
12/29/2024,Desktop,37.40,43.4,completed,29,Male,USA,BASIC,TRUE,4.89,4,TV Series,Western,"2,012",66,TV-G,#N/A,English,USA,3.3,TRUE
5/3/2025,Mobile,75.30,81.3,stopped,36,Female,USA,PREMIUM+,TRUE,5.56,2,Stand-up Comedy,Thriller,"2,007",61,TV-14,Teens,English,USA,6.0,FALSE
3/11/2025,Smart Tv,140.00,37.8,paused,48,Female,USA,STANDARD,TRUE,30.24,4,TV Series,Thriller,"2,000",55,TV-14,Teens,Korean,USA,6.1,FALSE
5/31/2025,Desktop,89.50,90.7,stopped,44,Male,Canada,STANDARD,TRUE,0.99,3,TV Series,Music,"2,013",66,PG-13,Teens,French,Japan,7.3,TRUE
5/31/2025,Tablet,172.10,19.9,started,32,Male,USA,PREMIUM+,TRUE,4.52,2,Documentary,Crime,"2,012",102,TV-Y,Kids,English,South Korea,8.2,FALSE
7/1/2024,Laptop,76.20,95,paused,32,Male,USA,STANDARD,TRUE,2.19,2,Documentary,Animation,"1,992",84,TV-MA,Adult,English,Germany,5.9,FALSE
10/19/2024,Smart Tv,25.10,79.9,started,49,Male,USA,BASIC,TRUE,12.22,6,Movie,Sci-Fi,"2,017",110,TV-G,#N/A,English,UK,7.2,FALSE
9/28/2025,Tablet,122.50,11.8,completed,60,Female,USA,PREMIUM,FALSE,23.71,7,Documentary,Romance,"1,990",100,TV-Y,Kids,Hindi,France,5.4,TRUE
1/26/2025,Desktop,83.00,63.9,completed,64,Male,USA,STANDARD,TRUE,4.11,3,TV Series,Adventure,"2,014",26,R,Adult,Spanish,South Korea,6.1,TRUE
6/15/2025,Smart Tv,35.30,51.6,paused,35,Other,USA,STANDARD,TRUE,17.70,5,Documentary,Adventure,"2,024",76,TV-G,#N/A,Japanese,USA,4.8,FALSE
4/19/2025,Tablet,125.40,90.6,started,37,Prefer Not To Say,USA,STANDARD,TRUE,2.33,2,Movie,Mystery,"1,990",119,TV-14,Teens,German,USA,1.4,FALSE
7/21/2025,Smart Tv,12.20,14.6,completed,30,Male,USA,STANDARD,TRUE,6.09,2,Movie,Sport,"2,005",88,PG,Family,Korean,USA,9.5,TRUE
12/25/2025,Tablet,28.00,0.4,paused,22,Prefer Not To Say,USA,STANDARD,FALSE,21.80,2,Movie,Sci-Fi,"2,017",110,TV-G,#N/A,English,UK,7.2,FALSE
9/14/2025,Desktop,18.40,9.7,completed,51,Female,USA,PREMIUM+,FALSE,5.58,5,Movie,Documentary,"2,008",109,R,Adult,English,USA,4.5,TRUE
5/2/2025,Smart Tv,107.70,55.7,paused,52,Male,USA,STANDARD,TRUE,28.48,1,Stand-up Comedy,Crime,"2,006",87,TV-PG,Family,French,USA,1.2,TRUE
3/26/2025,Tablet,24.80,86.7,started,39,Female,USA,PREMIUM,TRUE,66.08,2,Documentary,Horror,"1,993",71,PG-13,Teens,English,UK,5.0,TRUE
5/16/2025,Mobile,34.40,39.8,completed,22,Prefer Not To Say,USA,PREMIUM+,TRUE,25.38,2,Stand-up Comedy,Fantasy,"2,003",58,TV-MA,Adult,English,UK,6.8,FALSE
10/31/2024,Desktop,14.20,47.4,started,31,Other,USA,PREMIUM+,TRUE,13.38,2,Stand-up Comedy,Adventure,"2,001",97,G,Kids,English,USA,8.4,FALSE
11/30/2024,Laptop,55.20,47,started,30,Male,USA,PREMIUM,TRUE,2.96,3,Movie,Fantasy,"2,000",128,TV-G,#N/A,Italian,USA,7.8,FALSE
5/27/2025,Laptop,37.90,90,paused,42,Male,USA,STANDARD,TRUE,11.36,2,TV Series,Thriller,"1,996",40,TV-MA,Adult,Spanish,South Korea,8.0,FALSE
3/18/2024,Tablet,28.20,57.4,stopped,33,Female,USA,STANDARD,TRUE,11.19,1,Movie,Animation,"1,997",120,TV-MA,Adult,German,UK,4.8,FALSE
2/18/2025,Desktop,86.80,66.8,paused,36,Male,Canada,PREMIUM,TRUE,28.57,3,Documentary,Action,"2,017",98,PG-13,Teens,English,USA,5.3,TRUE
1/9/2024,Mobile,11.00,62.4,completed,24,Female,USA,STANDARD,TRUE,19.18,1,TV Series,War,"2,001",51,TV-MA,Adult,Spanish,South Korea,5.5,FALSE
8/6/2025,Laptop,13.10,72.7,paused,27,Female,USA,STANDARD,TRUE,30.08,1,Limited Series,Romance,"1,993",59,TV-Y,Kids,English,Japan,4.2,TRUE
2/10/2024,Laptop,86.80,75.6,started,30,Male,Canada,PREMIUM,TRUE,1.06,2,TV Series,Mystery,"1,997",66,TV-Y7,Kids,Spanish,USA,8.9,TRUE
8/11/2025,Smart Tv,56.90,13.8,started,32,Male,USA,PREMIUM,FALSE,8.98,2,Stand-up Comedy,Western,"2,012",60,PG-13,Teens,English,South Korea,7.0,TRUE
3/3/2025,Smart Tv,34.80,57.1,started,40,Male,Canada,PREMIUM,TRUE,4.41,6,TV Series,Comedy,"2,013",37,TV-14,Teens,Korean,India,9.4,TRUE
8/29/2024,Tablet,26.30,4.3,completed,51,Female,USA,PREMIUM+,TRUE,2.81,2,Movie,War,"2,005",116,PG-13,Teens,Japanese,UK,6.4,FALSE
10/17/2025,Mobile,34.70,49.4,completed,31,Female,USA,PREMIUM,FALSE,4.95,2,Movie,Sci-Fi,"2,024",101,TV-Y,Kids,English,USA,7.0,TRUE
3/26/2025,Mobile,27.40,45.6,completed,37,Male,Canada,STANDARD,TRUE,14.90,2,Documentary,Biography,"2,023",81,R,Adult,Hindi,France,6.5,FALSE
3/28/2025,Desktop,78.40,6.9,completed,18,Male,USA,PREMIUM,FALSE,11.63,1,Stand-up Comedy,Sci-Fi,"2,017",37,PG,Family,Japanese,USA,3.3,FALSE
4/25/2024,Desktop,42.10,27.7,completed,36,Female,Canada,PREMIUM,TRUE,5.09,3,TV Series,Family,"2,006",58,TV-MA,Adult,English,USA,5.5,TRUE
5/22/2024,Laptop,44.00,75.6,paused,31,Male,USA,PREMIUM,TRUE,28.78,6,Movie,Western,"2,018",121,NC-17,Adult,English,Germany,6.5,FALSE
2/14/2025,Smart Tv,24.40,29.6,paused,24,Male,Canada,STANDARD,TRUE,8.24,2,TV Series,Family,"2,006",58,TV-MA,Adult,English,USA,5.5,TRUE
6/7/2024,Mobile,153.00,87.7,started,23,Male,USA,STANDARD,TRUE,6.79,3,TV Series,Adventure,"2,014",26,R,Adult,Spanish,South Korea,6.1,TRUE
2/28/2025,Laptop,100.10,3.3,paused,59,Female,USA,PREMIUM,TRUE,14.76,2,Documentary,Horror,"2,004",82,TV-Y,Kids,English,USA,4.9,TRUE
4/3/2025,Tablet,6.70,2.4,started,43,Female,USA,PREMIUM,TRUE,10.42,2,Movie,Animation,"2,002",53,TV-MA,Adult,English,India,4.3,TRUE
5/1/2024,Desktop,66.90,96.6,completed,26,Other,USA,PREMIUM,TRUE,2.65,1,Documentary,Action,"2,012",75,PG-13,Teens,Spanish,South Korea,8.1,FALSE
8/1/2024,Smart Tv,62.40,51.5,paused,30,Male,Canada,BASIC,TRUE,22.25,1,Stand-up Comedy,Adventure,"1,993",72,TV-MA,Adult,English,USA,3.9,TRUE
1/6/2024,Desktop,36.30,72.3,completed,79,Male,USA,PREMIUM+,TRUE,15.30,1,Documentary,Adventure,"2,024",76,TV-G,#N/A,Japanese,USA,4.8,FALSE
11/12/2025,Laptop,112.90,97.4,stopped,38,Prefer Not To Say,Canada,STANDARD,FALSE,6.62,2,Documentary,History,"2,009",84,NC-17,Adult,German,Canada,7.8,FALSE
1/12/2025,Desktop,60.70,57.4,paused,30,Female,USA,BASIC,TRUE,12.83,3,TV Series,Comedy,"2,003",32,TV-14,Teens,Italian,South Korea,5.1,FALSE
4/26/2024,Laptop,57.10,23.3,stopped,35,Female,USA,STANDARD,TRUE,9.60,3,Movie,Thriller,"2,009",95,TV-Y7,Kids,English,USA,7.9,TRUE
10/4/2025,Desktop,13.50,32.4,started,35,Male,USA,BASIC,TRUE,6.53,8,Movie,Fantasy,"2,001",102,TV-Y,Kids,Hindi,Canada,3.1,FALSE
11/24/2025,Mobile,13.50,40.8,paused,42,Female,Canada,PREMIUM,FALSE,9.23,3,Documentary,Biography,"2,006",44,R,Adult,English,South Korea,6.9,FALSE
12/24/2025,Mobile,34.60,1.4,completed,29,Female,USA,STANDARD,TRUE,3.98,3,Documentary,Documentary,"2,000",84,PG-13,Teens,English,USA,7.3,TRUE
9/8/2025,Desktop,50.80,31.2,completed,44,Female,USA,STANDARD,TRUE,11.02,4,Stand-up Comedy,History,"2,006",59,G,Kids,English,Canada,5.8,FALSE
4/15/2024,Desktop,26.70,76.3,paused,41,Female,USA,PREMIUM,TRUE,19.67,2,Movie,Biography,"2,007",106,PG-13,Teens,Hindi,USA,5.0,FALSE
11/13/2024,Mobile,77.80,27.5,paused,36,Female,USA,PREMIUM,TRUE,15.57,4,Stand-up Comedy,Sci-Fi,"1,999",57,TV-MA,Adult,English,South Korea,7.7,FALSE
5/11/2024,Mobile,46.50,11.2,stopped,30,Prefer Not To Say,Canada,PREMIUM,TRUE,7.29,4,Stand-up Comedy,Animation,"1,966",47,TV-Y7,Kids,English,USA,4.3,FALSE
12/14/2024,Mobile,42.00,8.6,started,49,Male,USA,BASIC,TRUE,13.72,2,Movie,Fantasy,"2,001",102,TV-Y,Kids,Hindi,Canada,3.1,FALSE
10/16/2025,Tablet,55.90,7,completed,30,Male,USA,PREMIUM,TRUE,17.62,2,TV Series,Thriller,"1,996",40,TV-MA,Adult,Spanish,South Korea,8.0,FALSE
11/13/2024,Laptop,57.80,82,started,30,Male,Canada,STANDARD,TRUE,17.98,2,TV Series,Action,"1,992",27,TV-Y7,Kids,Spanish,USA,7.0,FALSE
4/14/2025,Tablet,38.70,57.2,paused,41,Male,USA,PREMIUM,FALSE,10.93,4,Movie,Comedy,"2,001",83,G,Kids,English,France,6.5,FALSE
7/22/2025,Desktop,55.80,52.3,stopped,36,Female,Canada,BASIC,TRUE,20.46,1,TV Series,Animation,"2,021",65,TV-Y,Kids,Spanish,Canada,7.0,FALSE
6/5/2024,Desktop,37.00,39.1,completed,57,Female,Canada,PREMIUM,TRUE,17.82,1,TV Series,War,"2,018",26,TV-14,Teens,English,USA,6.4,TRUE
4/29/2025,Smart Tv,12.40,50,completed,28,Female,USA,STANDARD,FALSE,15.95,2,Movie,Documentary,"1,998",123,TV-Y,Kids,English,Canada,8.6,TRUE
12/2/2024,Laptop,35.90,46.2,started,66,Male,USA,PREMIUM,TRUE,13.95,1,Stand-up Comedy,Family,"2,023",70,TV-MA,Adult,English,South Korea,7.0,FALSE
4/28/2025,Desktop,46.90,88.6,completed,27,Female,USA,PREMIUM,TRUE,6.02,1,Documentary,Crime,"2,016",46,TV-PG,Family,English,USA,8.7,FALSE
3/25/2024,Tablet,91.10,17.3,started,55,Male,USA,PREMIUM,TRUE,15.58,2,Movie,Mystery,"1,990",117,TV-14,Teens,Korean,Japan,8.4,TRUE
1/9/2024,Laptop,38.60,62.3,paused,28,Female,USA,PREMIUM,TRUE,7.23,2,Limited Series,Sci-Fi,"2,011",47,PG-13,Teens,English,Canada,7.4,TRUE
11/1/2025,Mobile,126.40,37.1,completed,27,Male,USA,BASIC,TRUE,7.27,3,Documentary,Biography,"2,014",87,TV-MA,Adult,English,UK,6.1,FALSE
7/20/2024,Desktop,49.80,48.8,stopped,50,Female,USA,BASIC,TRUE,11.21,1,Movie,Adventure,"2,009",85,NC-17,Adult,English,Canada,7.0,FALSE
10/27/2024,Desktop,136.80,57.8,started,39,Male,USA,PREMIUM,TRUE,1.49,2,Movie,Mystery,"1,998",113,NC-17,Adult,Hindi,UK,6.6,FALSE
10/20/2024,Tablet,58.40,46.5,completed,22,Female,Canada,PREMIUM,TRUE,9.83,7,Stand-up Comedy,Crime,"2,006",87,TV-PG,Family,French,USA,1.2,TRUE
12/28/2025,Desktop,61.90,99.8,stopped,25,Male,USA,STANDARD,TRUE,17.50,1,Movie,Animation,"1,997",111,TV-Y7,Kids,English,USA,7.9,TRUE
7/30/2025,Tablet,23.70,24.7,paused,34,Male,USA,PREMIUM,TRUE,11.48,2,TV Series,Biography,"1,986",36,R,Adult,French,Japan,7.4,TRUE
12/20/2024,Desktop,105.80,87.9,completed,18,Male,USA,BASIC,FALSE,6.41,2,Stand-up Comedy,Adventure,"2,014",53,TV-Y,Kids,English,USA,5.0,TRUE
12/3/2024,Mobile,52.10,11.2,started,37,Female,USA,STANDARD,TRUE,34.31,5,Movie,Drama,"2,022",99,PG,Family,Italian,USA,9.1,TRUE
10/20/2024,Laptop,39.40,97.2,stopped,48,Male,Canada,PREMIUM,TRUE,32.33,1,Movie,Comedy,"1,999",101,PG,Family,English,USA,6.8,FALSE
4/13/2024,Laptop,59.20,74.1,started,36,Female,USA,BASIC,TRUE,11.86,1,Movie,Biography,"2,024",118,PG,Family,English,Canada,5.6,FALSE
6/16/2024,Tablet,117.20,18.9,started,57,Male,USA,STANDARD,FALSE,8.04,2,Limited Series,Biography,"2,010",54,G,Kids,Korean,USA,7.2,FALSE
11/21/2025,Mobile,50.90,72.8,completed,27,Male,Canada,STANDARD,TRUE,22.70,1,TV Series,Animation,"2,016",18,TV-PG,Family,English,USA,6.5,FALSE
11/20/2024,Mobile,18.00,22.1,stopped,33,Female,USA,PREMIUM,TRUE,14.18,3,TV Series,Drama,"2,007",53,TV-PG,Family,Spanish,USA,9.0,TRUE
5/30/2025,Desktop,17.00,57.8,started,43,Male,USA,PREMIUM,TRUE,17.70,2,Stand-up Comedy,Adventure,"2,014",53,TV-Y,Kids,English,USA,5.0,TRUE
12/29/2025,Tablet,346.30,21.8,paused,40,Other,USA,STANDARD,TRUE,11.49,3,Documentary,Fantasy,"2,020",98,TV-PG,Family,English,USA,5.9,FALSE
